Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR,Name-additional
308,Ian Hamilton,29,NYY,37.2,35,35,5,0,1,2,1,1,50%,13,11,24,11,46%,8,1.402,15,9,11,24,6,5,16,19,12,12,14,2,3.2,18,hamilia01
309,Garrett Hampson,29,KCR,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,1,0,0,1,0,1,0,0,0,0,3.0,13,hampsga01
310,Brenan Hanifee,26,DET,29.1,21,18,1,1,1,1,0,1,0%,9,8,6,1,17%,6,1.203,5,8,5,11,2,5,6,12,8,4,10,1,4.1,22,hanifbr01
311,Hogan Harris*,27,OAK,72.1,21,12,4,2,1,0,0,0,,0,0,7,5,71%,7,.854,3,2,7,0,4,8,5,7,9,1,9,0,6.7,35,harriho03
312,Geoff Hartlieb,30,COL,9.0,5,5,0,0,0,0,0,0,,1,1,5,2,40%,7,.307,1,0,4,1,0,4,2,3,4,0,4,0,5.4,28,hartlge01
313,Grant Hartwig,26,NYM,6.2,4,4,2,0,0,0,0,0,,0,0,2,1,50%,5,.106,0,0,4,1,0,3,2,2,3,0,3,0,5.0,30,hartwgr01
314,Hunter Harvey,29,TOT,50.2,49,49,3,2,4,4,1,3,25%,32,28,17,1,6%,,1.955,29,14,6,36,10,3,16,33,10,6,11,11,3.1,18,harvehu01
315,Hunter Harvey,29,WSN,45.0,43,43,2,2,4,2,0,2,0%,28,26,17,1,6%,8,1.842,25,13,5,31,10,2,16,27,10,5,11,10,3.1,18,harvehu01
316,Hunter Harvey,29,KCR,5.2,6,6,1,0,0,2,1,1,50%,4,2,0,0,,8,2.693,4,1,1,5,0,1,0,6,0,1,0,1,2.8,20,harvehu01
317,Brent Headrick*,26,MIN,3.0,1,1,0,0,0,0,0,0,,0,0,0,0,,5,.038,0,0,1,0,0,1,0,1,1,0,1,0,9.0,60,headrbr01
318,Andrew Heaney*,33,TEX,160.0,32,1,0,1,0,0,0,0,,0,0,0,0,,4,.984,0,1,0,0,0,1,0,1,1,0,1,0,7.0,41,heanean01
319,Jonathan Heasley,27,BAL,5.1,4,4,2,0,1,0,0,0,,0,0,0,0,,8,.376,1,0,3,1,1,2,1,3,2,1,3,0,4.0,27,heasljo01
320,Austin Hedges,31,CLE,2.0,1,1,1,0,0,0,0,0,,0,0,0,0,,7,.000,0,0,1,0,0,1,0,1,1,0,1,0,6.0,20,hedgeau01
321,Tyler Heineman,33,TOR,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,1,0,0,1,0,1,0,0,0,0,3.0,8,heinety01
322,Ben Heller,32,PIT,12.0,8,8,2,0,1,0,0,0,,0,0,4,2,50%,7,.518,1,2,5,1,1,6,3,5,5,1,5,0,4.5,32,hellebe01
323,Ryan Helsley,29,STL,66.1,65,65,62,7,4,53,49,4,92%,53,0,1,0,0%,9,2.223,41,21,3,56,9,0,7,58,2,2,2,13,3.1,14,helslry01
324,Kyle Hendricks,34,CHC,130.2,29,5,4,0,0,0,0,0,,0,0,5,2,40%,7,.945,0,3,2,0,1,4,3,2,5,0,5,0,8.6,40,hendrky01
325,Edgardo Henriquez,22,LAD,3.1,3,3,1,0,0,1,1,0,100%,1,0,0,0,,7,1.005,1,0,2,2,0,1,0,3,1,0,1,0,3.3,20,henried01
326,Ronny Henriquez,24,MIN,19.1,16,15,6,1,1,1,0,1,0%,3,2,5,1,20%,9,.877,5,2,8,6,1,8,4,11,6,4,6,2,3.7,19,henriro01
327,Tommy Henry*,26,ARI,38.1,9,2,1,1,0,0,0,0,,0,0,0,0,,6,.976,0,0,2,0,1,1,0,2,2,0,2,0,9.5,61,henryto01
328,David Hensley,28,MIA,2.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,1,0,0,1,0,1,1,0,1,0,6.0,26,henslda01
329,Sam Hentges*,27,CLE,23.2,25,25,4,0,0,0,0,0,,9,9,9,1,11%,7,.816,6,5,14,15,2,8,6,19,5,11,6,4,2.8,14,hentgsa01
330,Jimmy Herget,30,ATL,12.1,8,8,7,0,1,0,0,0,,0,0,0,0,,8,.232,0,0,8,3,0,5,0,8,5,0,5,0,4.6,24,hergeji01
331,Kevin Herget,33,MIL,11.1,7,7,5,0,0,1,1,0,100%,2,1,3,0,0%,8,.357,0,1,6,3,0,4,1,6,4,2,4,1,4.9,22,hergeke01
332,Carlos Hernández,27,KCR,30.0,27,27,10,0,1,1,0,1,0%,2,1,7,2,29%,9,.493,2,2,23,9,0,18,5,22,7,6,7,5,3.3,21,hernaca04
333,Daysbel Hernández,27,ATL,18.0,16,16,6,3,0,1,0,1,0%,2,1,7,0,0%,7,1.019,5,0,11,6,2,8,4,12,5,2,5,2,3.4,21,hernada03
334,Elieser Hernández,29,TOT,15.2,9,8,3,0,0,0,0,0,,1,0,0,0,,,.403,0,1,7,3,0,5,0,8,3,2,3,1,3.6,20,hernael01
335,Elieser Hernández,29,LAD,9.2,5,4,1,0,0,0,0,0,,1,0,0,0,,8,.543,0,1,3,2,0,2,0,4,1,1,1,0,2.8,17,hernael01
336,Elieser Hernández,29,MIL,6.0,4,4,2,0,0,0,0,0,,0,0,0,0,,9,.135,0,0,4,1,0,3,0,4,2,1,2,1,4.5,23,hernael01
337,Enrique Hernández,32,LAD,4.1,4,4,4,0,0,0,0,0,,0,0,2,0,0%,8,.000,0,0,4,1,0,3,1,3,1,0,1,0,3.3,11,hernaen02
338,Jonathan Hernández,27,TOT,43.1,29,28,10,3,0,2,0,2,0%,2,0,21,9,43%,,.584,8,4,16,8,1,19,12,16,15,5,16,2,4.4,26,hernajo02
339,Jonathan Hernández,27,TEX,41.0,26,25,8,3,0,2,0,2,0%,2,0,21,9,43%,6,.598,8,4,13,8,1,16,12,13,15,4,16,1,4.6,27,hernajo02
340,Jonathan Hernández,27,SEA,2.1,3,3,2,0,0,0,0,0,,0,0,0,0,,9,.355,0,0,3,0,0,3,0,3,0,1,0,1,2.3,18,hernajo02
341,Jose Hernandez*,26,PIT,5.1,7,7,2,1,1,1,1,0,100%,2,1,2,2,100%,8,1.625,4,0,3,4,2,1,2,5,1,4,1,1,2.3,13,hernajo03
342,Nick Hernandez,29,HOU,8.0,5,5,2,0,0,0,0,0,,0,0,2,0,0%,9,.039,0,0,5,2,0,3,1,4,2,0,2,0,4.8,28,hernani01
343,Tim Herrin*,27,CLE,65.2,75,75,6,5,1,2,0,2,0%,18,16,43,10,23%,6,.988,14,32,29,31,7,37,32,43,11,29,20,16,2.6,13,herriti01
344,Aaron Hicks,34,LAA,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,1,0,0,1,0,1,0,0,0,0,3.0,18,hicksaa01
345,Jordan Hicks,27,SFG,109.2,29,9,2,0,0,1,1,0,100%,3,2,0,0,,9,1.063,1,4,4,3,2,4,0,9,3,1,3,0,3.7,22,hicksjo03
346,Jaden Hill,24,COL,10.2,9,9,2,0,0,0,0,0,,1,1,1,1,100%,8,.528,0,3,6,3,0,6,1,8,2,1,2,1,3.6,17,hillja01
347,Rich Hill*,44,BOS,3.2,4,4,1,0,1,0,0,0,,0,0,5,3,60%,7,.740,0,2,2,1,0,3,3,1,2,2,2,1,2.8,18,hillri01
348,Tim Hill*,34,TOT,67.0,62,62,15,4,0,1,0,1,0%,5,4,32,9,28%,,.561,9,10,43,15,4,43,22,40,19,13,27,11,3.2,16,hillti01
349,Tim Hill*,34,CHW,23.0,27,27,9,1,0,1,0,1,0%,2,1,17,7,41%,8,.566,5,3,19,4,3,20,12,15,4,11,7,5,2.6,15,hillti01
350,Tim Hill*,34,NYY,44.0,35,35,6,3,0,0,0,0,,3,3,15,2,13%,7,.558,4,7,24,11,1,23,10,25,15,2,20,6,3.8,16,hillti01
351,Sean Hjelle,27,SFG,80.2,58,58,12,3,4,0,0,0,,7,7,31,10,32%,6,.886,9,23,26,19,7,32,20,38,30,9,32,9,4.2,21,hjellse01
352,Porter Hodge,23,CHC,43.0,39,39,17,3,1,12,9,3,75%,21,9,16,2,13%,9,1.374,16,12,11,25,4,10,11,28,10,4,10,10,3.3,16,hodgepo01
353,Bryan Hoeing,27,TOT,53.2,34,32,3,2,1,0,0,0,,4,4,20,2,10%,,.861,7,17,8,9,5,18,14,18,17,4,19,3,4.5,21,hoeinbr01
354,Bryan Hoeing,27,MIA,30.0,16,14,2,1,0,0,0,0,,2,2,6,1,17%,6,.808,2,10,2,4,1,9,4,10,7,1,8,1,5.1,26,hoeinbr01
355,Bryan Hoeing,27,SDP,23.2,18,18,1,1,1,0,0,0,,2,2,14,1,7%,7,.938,5,7,6,5,4,9,10,8,10,3,11,2,3.9,17,hoeinbr01
356,Jeff Hoffman,31,PHI,66.1,68,68,21,3,3,13,10,3,77%,34,21,15,5,33%,8,1.713,40,12,16,46,16,6,10,58,4,9,4,13,2.9,15,hoffmje02
357,Colin Holderman,28,PIT,51.1,55,55,5,3,6,5,0,5,0%,26,21,23,6,26%,8,1.703,26,20,9,30,16,9,16,39,4,11,4,11,2.8,16,holdeco01
358,Gavin Hollowell,26,CHC,1.1,1,1,1,0,0,0,0,0,,0,0,1,0,0%,7,.085,0,0,1,0,0,1,1,0,1,0,1,0,4.0,29,holloga01
359,Grant Holman,24,OAK,15.2,18,18,5,1,1,1,0,1,0%,6,5,9,3,33%,7,1.552,6,6,6,6,5,7,7,11,2,8,3,2,2.6,16,holmagr01
360,Clay Holmes,31,NYY,63.0,67,67,50,3,5,43,30,13,70%,45,2,29,9,31%,9,2.249,38,15,14,51,9,7,18,49,7,17,8,15,2.8,16,holmecl01
361,Grant Holmes,28,ATL,68.1,26,19,7,1,1,1,0,1,0%,2,1,12,4,33%,6,.764,5,5,9,6,3,10,8,11,13,2,13,0,5.5,26,holmegr01
362,Tyler Holton*,28,DET,94.1,66,57,14,7,1,8,8,0,100%,22,14,29,4,14%,7,1.088,21,16,20,33,8,16,23,34,30,9,35,9,4.1,19,holtoty01
363,Brent Honeywell Jr.,29,TOT,37.2,20,19,13,1,1,2,1,1,50%,3,1,4,2,50%,,.491,3,3,13,9,0,10,3,16,13,1,13,1,5.5,29,honeybr01
364,Brent Honeywell Jr.,29,PIT,3.1,2,2,1,0,0,0,0,0,,0,0,1,0,0%,9,.089,0,0,2,1,0,1,1,1,1,0,1,0,5.0,31,honeybr01
365,Brent Honeywell Jr.,29,LAD,34.1,18,17,12,1,1,2,1,1,50%,3,1,3,2,67%,8,.536,3,3,11,8,0,9,2,15,12,1,12,1,5.5,29,honeybr01
366,Bailey Horn*,26,BOS,18.0,18,18,3,1,1,2,0,2,0%,5,3,13,5,38%,6,.664,5,4,9,8,0,10,10,8,5,9,7,5,3.0,17,hornba01
367,Adrian Houser,31,NYM,69.1,23,16,9,1,1,1,1,0,100%,2,1,2,2,100%,6,.763,3,4,9,4,2,10,1,15,13,0,13,0,6.7,34,housead01
368,Spencer Howard,27,TOT,29.0,9,6,2,1,0,0,0,0,,0,0,2,0,0%,,.936,0,3,3,1,2,3,1,5,5,0,5,0,9.5,55,howarsp01
369,Spencer Howard,27,SFG,24.0,7,5,1,1,0,0,0,0,,0,0,2,0,0%,2,1.005,0,3,2,1,2,2,1,4,4,0,4,0,10.2,57,howarsp01
370,Spencer Howard,27,CLE,5.0,2,1,1,0,0,0,0,0,,0,0,0,0,,8,.672,0,0,1,0,0,1,0,1,1,0,1,0,6.0,46,howarsp01
371,Bryan Hudson*,27,MIL,62.1,43,43,1,6,1,3,0,3,0%,17,14,21,3,14%,7,1.243,21,19,3,23,12,8,16,27,24,3,24,3,4.3,22,hudsobr01
372,Daniel Hudson,37,LAD,63.0,65,65,19,6,2,17,10,7,59%,34,17,4,2,50%,8,1.360,26,22,17,46,9,10,3,62,0,6,0,16,2.9,15,hudsoda01
373,Brandon Hughes*,28,ARI,17.2,15,13,4,0,0,0,0,0,,0,0,9,5,56%,8,.279,0,2,11,1,1,11,4,9,7,1,8,2,3.7,25,hughebr01
374,Kyle Hurt,26,LAD,6.2,3,2,0,0,1,0,0,0,,0,0,0,0,,8,1.089,0,0,2,0,0,2,0,2,2,0,2,0,7.0,32,hurtky01
375,Brant Hurter*,25,DET,45.1,10,9,1,5,1,0,0,0,,1,1,3,0,0%,2,.965,1,7,1,4,4,1,2,7,9,0,9,0,13.4,63,hurtebr01
376,Raisel Iglesias,34,ATL,69.1,66,66,52,6,2,38,34,4,89%,38,0,12,3,25%,9,1.733,33,16,17,49,13,4,10,56,7,5,7,14,3.2,14,iglesra01
377,Jairo Iriarte,22,CHW,6.0,6,6,2,0,1,0,0,0,,0,0,0,0,,8,.415,1,0,5,1,1,4,1,5,1,2,1,0,3.0,23,iriarja01
378,Cole Irvin*,30,TOT,111.0,29,13,4,0,2,1,1,0,100%,2,1,5,2,40%,,.832,2,3,8,6,0,7,4,9,8,2,9,0,6.2,33,irvinco01
379,Cole Irvin*,30,BAL,107.1,25,9,3,0,1,1,1,0,100%,2,1,2,1,50%,7,.805,1,1,7,3,0,6,1,8,7,0,7,0,7.8,39,irvinco01
380,Cole Irvin*,30,MIN,3.2,4,4,1,0,1,0,0,0,,0,0,3,1,33%,5,1.405,1,2,1,3,0,1,3,1,1,2,2,0,2.8,19,irvinco01
381,Jay Jackson,36,MIN,26.1,20,20,10,1,2,0,0,0,,1,1,3,1,33%,7,.443,2,5,13,4,2,14,4,16,9,3,10,1,4.0,23,jacksja01
382,Luke Jackson,32,TOT,53.0,52,52,14,4,3,3,0,3,0%,6,3,14,8,57%,,.714,7,10,35,15,5,32,10,42,9,15,10,7,3.1,18,jackslu01
383,Luke Jackson,32,SFG,35.0,36,36,7,4,2,3,0,3,0%,5,2,8,5,63%,7,.887,5,8,23,8,4,24,7,29,5,9,5,7,2.9,16,jackslu01
384,Luke Jackson,32,ATL,18.0,16,16,7,0,1,0,0,0,,1,1,6,3,50%,8,.404,2,2,12,7,1,8,3,13,4,6,5,0,3.4,21,jackslu01
385,Alek Jacob,26,SDP,14.2,7,7,2,0,0,0,0,0,,0,0,5,0,0%,5,.263,0,1,6,2,0,5,3,4,5,0,5,0,6.3,33,jacobal01
386,Joe Jacques*,29,TOT,3.0,2,2,0,0,0,0,0,0,,0,0,3,2,67%,,.628,1,0,1,0,0,2,2,0,2,0,2,0,4.5,25,jacqujo01
387,Joe Jacques*,29,BOS,1.2,1,1,0,0,0,0,0,0,,0,0,2,2,100%,5,.927,1,0,0,0,0,1,1,0,1,0,1,0,5.0,33,jacqujo01
388,Joe Jacques*,29,ARI,1.1,1,1,0,0,0,0,0,0,,0,0,1,0,0%,5,.243,0,0,1,0,0,1,1,0,1,0,1,0,4.0,17,jacqujo01
389,Kenley Jansen,36,BOS,54.2,54,54,38,4,2,31,27,4,87%,31,0,6,0,0%,9,1.998,36,8,10,35,14,5,5,49,5,4,5,14,3.0,15,janseke01
390,Bryce Jarvis,26,ARI,59.1,44,44,17,1,2,0,0,0,,4,4,15,5,33%,8,.840,6,9,29,20,4,20,12,32,17,6,20,9,4.0,23,jarvibr01
391,Griffin Jax,29,MIN,71.0,72,72,16,5,5,16,10,6,63%,40,24,20,7,35%,8,1.782,49,13,10,45,21,6,12,60,5,8,5,19,3.0,15,jaxgr01
392,Tyler Jay*,30,TOT,7.2,5,5,4,0,0,0,0,0,,0,0,0,0,,,.116,0,0,5,2,0,3,1,4,3,1,3,0,4.6,31,jayty01
393,Tyler Jay*,30,NYM,4.2,3,3,2,0,0,0,0,0,,0,0,0,0,,8,.102,0,0,3,2,0,1,1,2,2,1,2,0,4.7,30,jayty01
394,Tyler Jay*,30,MIL,3.0,2,2,2,0,0,0,0,0,,0,0,0,0,,9,.144,0,0,2,0,0,2,0,2,1,0,1,0,4.5,32,jayty01
395,Daulton Jefferies,28,TOT,14.2,6,5,2,0,1,0,0,0,,0,0,0,0,,,.465,0,1,4,1,1,3,0,5,5,0,5,0,7.6,45,jeffeda01
396,Daulton Jefferies,28,SFG,4.2,2,1,0,0,1,0,0,0,,0,0,0,0,,2,.998,0,1,0,0,1,0,0,1,1,0,1,0,8.0,54,jeffeda01
397,Daulton Jefferies,28,PIT,10.0,4,4,2,0,0,0,0,0,,0,0,0,0,,8,.071,0,0,4,1,0,3,0,4,4,0,4,0,7.5,43,jeffeda01
398,Dany Jiménez,30,OAK,25.2,25,25,9,1,3,3,1,2,33%,8,5,5,0,0%,7,1.093,11,2,12,10,5,10,4,21,5,4,5,4,3.1,18,jimenda01
399,Joe Jiménez,29,ATL,68.2,69,69,7,1,5,6,3,3,50%,34,27,11,4,36%,8,1.492,32,17,20,46,15,8,9,60,6,5,7,12,3.0,16,jimenjo02
400,Jackson Jobe,21,DET,4.0,2,2,1,0,0,0,0,0,,0,0,0,0,,9,.748,0,1,1,1,0,1,0,2,1,0,1,0,6.0,24,jobeja01
401,Pierce Johnson,33,ATL,56.1,58,58,12,6,6,6,2,4,33%,18,12,23,6,26%,7,1.236,26,14,18,34,15,9,19,39,7,10,8,8,2.9,16,johnspi01
402,Ben Joyce,23,LAA,34.2,31,30,12,2,0,4,4,0,100%,12,8,17,3,18%,8,1.487,15,7,8,19,7,4,10,20,8,6,9,4,3.3,17,joycebe01
403,Jakob Junis,31,TOT,67.0,24,18,4,4,0,2,1,1,50%,2,0,8,3,38%,,.789,3,6,9,8,3,7,5,13,15,0,15,0,6.3,32,junisja01
404,Jakob Junis,31,MIL,26.0,10,9,3,4,0,2,1,1,50%,2,0,3,0,0%,5,1.046,2,5,2,6,2,1,3,6,9,0,9,0,7.3,35,junisja01
405,Jakob Junis,31,CIN,41.0,14,9,1,0,0,0,0,0,,0,0,5,3,60%,6,.618,1,1,7,2,1,6,2,7,6,0,6,0,5.3,28,junisja01
406,Janson Junk,28,TOT,8.0,6,6,2,0,0,0,0,0,,0,0,0,0,,,.109,0,0,6,0,0,6,0,6,3,1,3,2,4.0,29,junkja01
407,Janson Junk,28,MIL,8.0,5,5,2,0,0,0,0,0,,0,0,0,0,,7,.099,0,0,5,0,0,5,0,5,3,0,3,2,4.8,28,junkja01
408,Janson Junk,28,OAK,0.0,1,1,0,0,0,0,0,0,,0,0,0,0,,7,.158,0,0,1,0,0,1,0,1,0,1,0,0,0.0,33,junkja01
409,Evan Justice*,25,COL,0.1,1,1,1,0,0,0,0,0,,0,0,2,0,0%,9,.055,0,0,1,0,0,1,1,0,0,1,0,0,1.0,8,justiev01
410,Tommy Kahnle,34,NYY,42.2,50,50,8,0,2,1,1,0,100%,17,16,18,7,39%,8,1.136,18,11,21,28,7,15,12,38,3,17,7,10,2.6,15,kahnlto01
411,Brad Keller,28,TOT,41.1,16,14,8,0,2,2,1,1,50%,2,0,6,0,0%,,.497,1,3,10,6,1,7,3,11,11,1,11,0,7.0,40,kellebr01
412,Brad Keller,28,CHW,16.2,5,3,2,0,0,0,0,0,,0,0,2,0,0%,6,.595,0,1,2,0,1,2,1,2,3,0,3,0,8.0,47,kellebr01
413,Brad Keller,28,BOS,24.2,11,11,6,0,2,2,1,1,50%,2,0,4,0,0%,7,.433,1,2,8,6,0,5,2,9,8,1,8,0,6.7,38,kellebr01
414,Casey Kelly,34,CIN,5.1,2,2,1,0,0,1,1,0,100%,1,0,0,0,,7,.301,0,1,1,1,0,1,0,2,2,0,2,0,8.0,39,kellyca01
415,Joe Kelly,36,LAD,32.0,35,35,2,1,1,2,0,2,0%,15,13,16,8,50%,8,1.345,12,14,9,21,5,9,11,24,2,7,2,7,2.7,16,kellyjo05
416,Kevin Kelly,26,TBR,70.2,68,68,13,5,2,4,1,3,25%,21,17,40,7,18%,7,1.059,25,23,20,29,15,24,25,43,17,18,19,15,3.1,15,kellyke02
417,Michael Kelly,31,OAK,31.1,28,28,13,3,2,0,0,0,,5,4,15,7,47%,9,.656,5,5,18,9,3,16,10,18,9,8,11,6,3.4,17,kellymi03
418,Zack Kelly,29,BOS,56.2,49,46,8,6,3,1,0,1,0%,9,8,26,10,38%,7,1.406,17,10,19,20,12,14,17,29,12,15,15,5,3.2,18,kellyza01
419,Orion Kerkering,23,PHI,63.0,64,62,6,5,3,2,0,2,0%,16,14,13,3,23%,7,1.238,19,16,27,30,12,20,10,52,4,7,4,11,3.0,17,kerkeor01
420,Ray Kerr*,29,ATL,22.1,10,8,3,1,0,0,0,0,,0,0,3,2,67%,9,.515,0,1,7,2,1,5,2,6,4,0,4,0,5.5,29,kerrra01
421,Grae Kessinger,26,HOU,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,1,0,0,1,0,1,0,0,0,0,3.0,11,kessigr01
422,Caleb Kilian,27,CHC,10.2,2,1,0,0,1,0,0,0,,0,0,0,0,,2,.756,0,1,0,0,1,0,0,1,1,0,1,0,17.0,85,kiliaca01
423,Craig Kimbrel,36,BAL,52.1,57,57,39,7,5,29,23,6,79%,33,4,2,0,0%,9,1.634,29,12,16,38,10,9,2,55,0,9,0,11,2.8,17,kimbrcr01
424,Isiah Kiner-Falefa,29,TOR,2.0,2,2,2,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,2,0,0,2,0,2,0,0,0,0,3.0,9,kineris01
425,Bryan King*,27,HOU,26.1,28,28,7,1,0,0,0,0,,0,0,12,4,33%,8,.713,2,10,16,9,4,15,9,19,5,9,6,4,2.8,15,kingbr02
426,John King*,29,STL,60.0,56,56,10,3,3,2,0,2,0%,11,9,33,17,52%,7,.968,12,19,25,20,6,30,21,35,17,19,23,14,3.2,15,kingjo01
427,Michael King,29,SDP,173.2,31,1,0,1,0,0,0,0,,1,0,0,0,,4,.934,0,1,0,1,0,0,0,1,1,0,1,0,10.0,75,kingmi01
428,Tyler Kinley,33,COL,64.0,67,67,25,6,1,13,12,1,92%,28,14,14,6,43%,8,1.242,25,15,27,34,6,27,12,55,7,11,7,17,2.9,18,kinlety01
429,Austin Kitchen*,27,MIA,7.0,4,3,1,0,0,0,0,0,,0,0,2,0,0%,7,.427,0,0,3,0,0,3,1,2,3,0,3,0,5.0,34,kitchau01
430,Andrew Kittredge,34,STL,70.2,74,74,4,5,5,8,1,7,13%,45,37,27,14,52%,8,1.715,42,23,9,49,18,7,19,55,10,20,14,25,2.9,14,kittran01
431,Will Klein,24,TOT,7.1,8,8,2,1,0,0,0,0,,0,0,3,2,67%,,.582,1,0,7,0,1,7,2,6,1,3,1,0,2.8,18,kleinwi01
432,Will Klein,24,KCR,5.2,5,5,2,1,0,0,0,0,,0,0,2,2,100%,8,.619,1,0,4,0,1,4,1,4,1,1,1,0,3.4,20,kleinwi01
433,Will Klein,24,OAK,1.2,3,3,0,0,0,0,0,0,,0,0,1,0,0%,6,.492,0,0,3,0,0,3,1,2,0,2,0,0,1.7,15,kleinwi01
434,Adam Kloffenstein,23,STL,1.0,1,1,0,0,0,0,0,0,,1,1,0,0,,8,1.590,1,0,0,1,0,0,0,1,0,0,0,0,3.0,15,kloffad01
435,Landon Knack,26,LAD,69.0,15,3,1,0,0,1,1,0,100%,1,0,0,0,,2,.841,0,2,1,1,1,1,0,3,3,0,3,0,12.3,68,knackla01
436,Andrew Knizner,29,TEX,3.0,2,2,2,0,0,0,0,0,,0,0,4,1,25%,8,.000,0,0,2,0,0,2,2,0,2,0,2,0,4.5,18,kniznan01
437,Matt Koch,33,COL,0.1,2,2,1,0,0,1,1,0,100%,1,0,1,0,0%,12,3.162,1,1,0,2,0,0,2,0,0,2,0,1,0.5,12,kochma01
438,Jared Koenig*,30,MIL,62.0,55,49,5,9,4,3,1,2,33%,13,10,32,7,22%,7,1.410,25,11,13,22,12,15,21,28,15,11,19,8,3.4,19,koenija01
439,Stephen Kolek,27,SDP,46.2,42,42,12,3,0,1,0,1,0%,3,2,30,10,33%,6,.500,6,4,32,12,1,29,18,24,15,10,19,8,3.3,19,kolekst01
440,Michael Kopech,28,TOT,67.2,67,67,35,6,8,20,15,5,75%,30,9,10,2,20%,,1.703,33,15,19,38,16,13,8,59,7,7,8,13,3.0,17,kopecmi01
441,Michael Kopech,28,CHW,43.2,43,43,26,2,8,14,9,5,64%,15,1,7,2,29%,9,1.774,21,9,13,20,13,10,6,37,6,6,7,8,3.0,18,kopecmi01
442,Michael Kopech,28,LAD,24.0,24,24,9,4,0,6,6,0,100%,15,8,3,0,0%,9,1.548,12,6,6,18,3,3,2,22,1,1,1,5,3.0,15,kopecmi01
443,Evan Kravetz*,27,CIN,0.2,1,1,0,0,0,0,0,0,,0,0,2,1,50%,7,.295,0,0,1,0,0,1,1,0,0,1,0,0,2.0,4,kraveev01
444,Zac Kristofak,26,LAA,2.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.088,0,0,1,0,0,1,0,1,1,0,1,0,6.0,39,kristza01
445,Matt Krook*,29,BAL,1.0,1,1,0,0,0,0,0,0,,0,0,0,0,,8,.013,0,0,1,0,0,1,0,1,0,0,0,0,3.0,27,krookma01
446,Chad Kuhl,31,CHW,53.1,31,30,7,0,2,4,1,3,25%,5,1,16,7,44%,8,.696,3,11,16,6,2,22,8,22,12,6,16,3,5.0,31,kuhlch01
447,Joel Kuhnel,29,TOT,10.0,6,6,3,0,0,0,0,0,,0,0,0,0,,,.239,0,1,5,0,0,6,0,6,4,0,4,0,5.0,26,kuhnejo01
448,Joel Kuhnel,29,HOU,2.0,1,1,0,0,0,0,0,0,,0,0,0,0,,5,.129,0,0,1,0,0,1,0,1,1,0,1,0,6.0,52,kuhnejo01
449,Joel Kuhnel,29,TBR,8.0,5,5,3,0,0,0,0,0,,0,0,0,0,,7,.282,0,1,4,0,0,5,0,5,3,0,3,0,4.8,21,kuhnejo01
450,Joe La Sorsa*,26,WSN,17.2,16,16,6,0,0,0,0,0,,0,0,8,2,25%,8,.219,0,1,15,2,0,14,6,10,4,4,5,2,3.3,17,lasorjo01
451,Peter Lambert,27,COL,61.1,28,25,7,2,3,0,0,0,,0,0,17,2,12%,4,.645,4,6,15,4,3,18,10,15,19,2,20,0,6.2,34,lambepe01
452,Dinelson Lamet,31,LAD,4.1,3,3,2,0,0,1,1,0,100%,1,0,1,0,0%,9,1.371,1,0,2,2,0,1,1,2,2,0,2,0,4.3,25,lametdi01
453,Alex Lange,28,DET,18.2,21,21,10,0,3,2,2,0,100%,3,1,16,0,0%,7,1.150,8,4,9,6,6,9,9,12,3,7,5,3,2.7,18,langeal01
454,Jacob Latz*,28,TEX,43.2,46,46,9,2,3,3,0,3,0%,12,9,36,16,44%,7,1.055,19,11,16,20,6,20,24,22,12,22,13,7,2.8,18,latzja01
455,Derek Law,33,WSN,90.0,75,75,8,7,4,6,1,5,17%,23,17,36,23,64%,7,1.047,18,32,25,35,11,29,23,52,30,19,33,21,3.6,18,lawde01
456,Justin Lawrence,29,COL,59.2,56,56,21,4,4,6,2,4,33%,11,5,38,17,45%,9,1.177,21,8,27,15,14,27,24,32,18,13,18,10,3.2,19,lawreju01
457,Max Lazar,25,PHI,13.2,11,11,5,0,0,0,0,0,,0,0,4,1,25%,8,.127,0,1,10,3,0,8,2,9,3,2,3,2,3.7,19,lazarma01
458,Kyle Leahy,27,STL,48.2,33,33,14,1,1,1,1,0,100%,4,3,17,2,12%,8,.641,5,8,20,8,3,22,10,23,20,6,21,2,4.4,21,leahyky01
459,Jordan Leasure,25,CHW,31.1,33,33,4,0,2,6,2,4,33%,15,9,18,5,28%,7,1.326,10,10,13,18,3,12,10,23,3,7,5,7,2.8,17,leasujo01
460,José Leclerc,30,TEX,66.2,64,64,13,6,5,4,1,3,25%,17,13,30,9,30%,7,1.249,24,17,23,32,15,17,21,43,17,17,22,6,3.1,19,leclejo01
